,id,ndb_no,shrt_desc,water,energ_kcal,protein,lipid_tot,ash,carbohydrt,fiber_td,sugar_tot,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,manganese,selenium,vit_c,thiamin,riboflavin,niacin,panto_acid,vit_b6,folate_tot,folic_acid,food_folate,folate_dfe,choline_tot,vit_b12,vit_a_iu,vit_a_rae,retinol,alpha_carot,beta_carot,beta_crypt,lycopene,lutzea,vit_e,vit_d,vit_d_iu,vit_k,fa_sat,fa_mono,fa_poly,cholestrl,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,refuse_pct,fruit_name
51,917,3228,"BABYFOOD,DSSRT,PEACH COBBLER,JR",81.2,67,0.3,0.0,0.24,18.3,0.7,11.89,4,0.1,2,6,56,0,0.03,0.196,0.0,1.0,20.5,0.01,0.015,0.259,0.0,0.007,3,1,2,4,1.1,0.0,138,7,0,0,68,28,0,39,0.31,0.0,0,1.1,0.0,0.0,0.0,0,15.0,1 tbsp,28.35,1 oz,0,peach
52,918,3229,"BABYFOOD,DSSRT,PEACH MELBA,STR",82.9,60,0.2,0.0,0.3,16.5,0.0,0.0,10,0.33,2,5,83,9,0.28,0.178,0.0,0.0,31.4,0.006,0.036,0.343,0.0,0.006,2,0,2,0,0.0,0.0,184,56,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,28.35,1 oz,113.0,1 jar,0,peach
53,919,3230,"BABYFOOD,DSSRT,PEACH MELBA,JR",83.0,60,0.3,0.0,0.4,16.4,0.0,0.0,11,0.3,2,5,93,9,0.28,0.177,0.0,0.0,26.0,0.007,0.03,0.272,0.0,0.006,2,0,2,0,0.0,0.0,196,26,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,28.35,1 oz,220.0,1 jar,0,peach
54,2530,8692,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,PEACH ALMOND,DRY",8.1,387,10.1,9.84,3.35,68.61,7.4,24.85,105,2.8,115,302,560,201,2.18,0.0,0.0,0.0,16.1,0.293,0.188,1.87,0.0,0.121,27,0,27,0,0.0,0.0,108,0,0,0,0,0,0,0,2.46,0.0,0,0.0,1.114,5.242,2.641,0,75.0,"1 package,  (1 NLEA serving)",0.0,,0,peach
55,3174,14086,"BEVERAGES,V8 SPLASH SMOOTHIES,PEACH MANGO",90.69,37,1.22,0.0,0.33,7.76,0.0,7.35,41,0.15,0,0,24,29,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.816,0.0,0.082,0,0,0,0,0.0,0.24,1429,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,245.0,"1 serving, 8 oz",0.0,,0,peach
56,758,3114,"BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",87.3,50,2.0,0.6,0.84,9.26,2.0,2.93,32,0.4,26,35,352,5,0.3,0.1,0.12,0.6,4.9,0.06,0.06,0.56,0.314,0.11,23,0,23,23,12.5,0.0,2793,140,0,362,1476,38,0,970,0.08,0.0,0,2.4,0.095,0.166,0.28,0,113.0,"1 jar,  Gerber (4 oz)",0.0,,0,butternut
57,953,6509,CAMPBELL'S HOMESTYLE BUTTERNUT SQUASH BISQUE,89.8,45,0.41,1.22,1.0,7.76,0.4,4.9,8,0.15,0,0,0,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,204,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.816,0.0,0.0,4,0.0,,245.0,1 serving,0,butternut
58,3168,11485,"SQUASH,WNTR,BUTTERNUT,RAW",86.41,45,1.0,0.1,0.8,11.69,2.0,2.2,48,0.7,34,33,352,4,0.15,0.072,0.202,0.5,21.0,0.1,0.02,1.2,0.4,0.154,27,0,27,27,0.0,0.0,10630,532,0,834,4226,3471,0,0,1.44,0.0,0,1.1,0.021,0.007,0.042,0,140.0,"1 cup, cubes",0.0,,16,butternut
59,3169,11486,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",87.8,40,0.9,0.09,0.72,10.49,3.2,1.97,41,0.6,29,27,284,4,0.13,0.065,0.172,0.5,15.1,0.072,0.017,0.969,0.359,0.124,19,0,19,19,0.0,0.0,11155,558,0,1130,4570,3116,0,0,1.29,0.0,0,1.0,0.019,0.007,0.038,0,205.0,"1 cup, cubes",0.0,,0,butternut
60,3170,11487,"SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP",82.5,57,1.76,0.1,1.23,14.41,1.3,2.83,29,0.88,14,22,212,2,0.17,0.051,0.248,0.7,6.2,0.09,0.059,0.74,0.221,0.11,24,0,24,24,0.0,0.0,4790,240,0,376,1904,1564,0,0,1.85,0.0,0,1.4,0.021,0.007,0.042,0,113.0,".33 package,  (12 oz)",340.0,"1 package,  (12 oz)",0,butternut
61,3231,11488,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT",87.8,39,1.23,0.07,0.86,10.05,0.0,0.0,19,0.58,9,14,133,2,0.12,0.036,0.173,0.5,3.5,0.05,0.039,0.464,0.154,0.069,16,0,16,16,0.0,0.0,3339,167,0,0,0,0,0,0,0.0,0.0,0,0.0,0.014,0.005,0.029,0,240.0,"1 cup, mashed",0.0,,0,butternut
62,5234,11866,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT",87.8,40,0.9,0.09,0.72,10.49,3.2,1.97,41,0.6,29,27,284,240,0.13,0.065,0.172,0.5,15.1,0.072,0.017,0.969,0.359,0.124,19,0,19,19,0.0,0.0,11155,558,0,1130,4570,3116,0,0,1.29,0.0,0,1.0,0.019,0.007,0.038,0,205.0,"1 cup, cubes",0.0,,0,butternut
63,5236,11867,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT",87.8,39,1.23,0.07,0.86,10.04,0.0,0.0,19,0.58,9,14,133,238,0.12,0.036,0.173,0.5,3.5,0.05,0.039,0.464,0.154,0.069,16,0,16,16,0.0,0.0,3339,167,0,0,0,0,0,0,0.0,0.0,0,0.0,0.014,0.005,0.029,0,240.0,"1 cup, mashed",0.0,,0,butternut
64,6342,12084,"BUTTERNUTS,DRIED",3.34,612,24.9,56.98,2.73,12.05,4.7,0.0,53,4.02,237,446,421,1,3.13,0.45,6.56,17.2,3.2,0.383,0.148,1.045,0.633,0.56,66,0,66,66,0.0,0.0,124,6,0,0,0,0,0,0,0.0,0.0,0,0.0,1.306,10.425,42.741,0,120.0,1 cup,28.35,1 oz,73,butternut
65,1250,7051,"OLIVE LOAF,PORK",58.2,235,11.8,16.5,4.3,9.2,0.0,0.0,109,0.54,19,127,297,964,1.38,0.05,0.035,16.4,0.0,0.295,0.26,1.835,0.77,0.23,2,0,2,2,66.7,1.26,200,60,60,0,0,0,0,0,0.25,1.1,44,3.4,5.85,7.87,1.93,38,28.0,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",57.0,2 slices,0,olive
66,1280,4053,"OIL,OLIVE,SALAD OR COOKING",0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,1,0.56,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3,0.0,0,0,0,0,0,0,0,0,14.35,0.0,0,60.2,13.808,72.961,10.523,0,13.5,1 tablespoon,216.0,1 cup,0,olive
67,1601,4708,"MAYONNAISE,RED FAT,W/ OLIVE OIL",57.58,361,0.37,40.0,2.05,0.0,0.0,0.0,0,0.0,2,15,31,800,0.07,0.019,0.007,2.3,0.0,0.008,0.0,0.01,0.058,0.002,0,0,0,0,9.0,0.12,70,8,5,0,30,3,0,27,2.19,0.0,0,53.7,5.37,29.542,4.006,33,15.0,1 tbsp,232.0,1 cup,0,olive
68,3851,9193,"OLIVES,RIPE,CND (SMALL-EXTRA LRG)",79.99,115,0.84,10.68,2.23,6.26,3.2,0.0,88,3.3,4,3,8,735,0.22,0.251,0.02,0.9,0.9,0.003,0.0,0.037,0.015,0.009,0,0,0,0,10.3,0.0,403,20,0,0,237,9,0,510,1.65,0.0,0,1.4,1.415,7.888,0.911,0,8.4,1 tbsp,4.4,1 large,0,olive
69,3852,9194,"OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)",84.34,81,0.97,6.87,2.22,5.61,2.5,0.0,94,3.32,4,3,9,735,0.22,0.226,0.02,0.9,1.5,0.003,0.0,0.022,0.015,0.012,0,0,0,0,6.6,0.0,346,17,0,0,204,8,0,510,1.65,0.0,0,1.4,0.909,5.071,0.586,0,15.0,1 super colossal,8.3,1 jumbo,0,olive
70,3853,9195,"OLIVES,PICKLED,CND OR BTLD,GRN",75.28,145,1.03,15.32,4.53,3.84,3.3,0.54,52,0.49,11,4,42,1556,0.04,0.12,0.0,0.9,0.0,0.021,0.007,0.237,0.023,0.031,3,0,3,3,14.2,0.0,393,20,0,0,231,9,0,510,3.81,0.0,0,1.4,2.029,11.314,1.307,0,2.7,1 olive,0.0,,0,olive
71,5408,36042,"OLIVE GARDEN,LASAGNA CLASSICO",65.29,184,11.28,10.84,2.25,10.33,1.6,3.53,211,0.75,22,183,258,450,1.31,0.061,0.113,15.2,0.7,0.16,0.273,1.93,0.515,0.0,35,0,0,0,33.5,0.55,414,60,48,0,153,0,2177,105,0.86,0.0,0,6.8,5.347,3.203,0.789,40,422.0,1 serving,0.0,,0,olive
72,5418,36047,"OLIVE GARDEN,SPAGHETTI W/ POMODORO SAU",75.92,102,4.26,1.85,0.82,17.14,1.7,1.77,11,0.98,16,44,124,183,0.34,0.067,0.213,13.3,1.2,0.067,0.117,1.14,0.18,0.082,27,0,0,0,7.8,0.0,218,11,0,0,131,0,1781,128,0.79,0.0,0,4.2,0.336,0.836,0.645,0,478.0,1 serving,0.0,,0,olive
73,5477,36054,"OLIVE GARDEN,CHS RAVIOLI W/ MARINARA SAU",65.96,159,7.44,5.61,1.36,19.64,1.1,4.85,121,0.96,23,129,184,269,0.75,0.076,0.18,18.8,0.0,0.15,0.237,1.753,0.46,0.09,44,0,0,0,0.0,0.32,330,48,38,0,123,0,1368,111,0.45,0.0,0,0.0,2.531,1.428,0.547,23,454.0,"1 serving,  varied from 7-9 ravioli per serving",0.0,,0,olive
74,5551,36058,"OLIVE GARDEN,CHICK PARMIGIANA WO/ PASTA",58.62,211,15.33,11.23,2.54,12.28,0.9,2.68,95,0.58,25,236,277,625,0.86,0.062,0.129,24.0,0.0,0.057,0.163,5.58,0.955,0.183,16,0,0,0,0.0,0.34,259,37,29,0,97,0,1211,59,1.59,0.0,0,0.0,2.113,5.803,2.02,40,304.0,1 serving,0.0,,0,olive
75,597,2065,"SPEARMINT,FRESH",85.55,44,3.29,0.73,2.03,8.41,6.8,0.0,199,11.87,63,60,458,30,1.09,0.24,1.118,0.0,13.3,0.078,0.175,0.948,0.25,0.158,105,0,105,105,0.0,0.0,4054,203,0,0,0,0,0,0,0.0,0.0,0,0.0,0.191,0.025,0.394,0,0.3,2 leaves,11.4,2 tbsp,59,pear
76,598,2066,"SPEARMINT,DRIED",11.3,285,19.93,6.03,10.7,52.04,29.8,0.0,1488,87.47,602,276,1924,344,2.41,1.542,11.482,0.0,0.0,0.288,1.421,6.561,1.399,2.579,530,0,530,530,0.0,0.0,10579,529,0,0,0,0,0,0,0.0,0.0,0,0.0,1.577,0.21,3.257,0,0.5,1 tsp,1.6,1 tbsp,0,pear
77,780,3132,"BABYFOOD,FRUIT,PEARS,STR",88.4,42,0.3,0.2,0.3,10.8,2.8,6.98,8,0.24,8,12,130,1,0.08,0.065,0.0,0.4,24.5,0.013,0.028,0.189,0.09,0.008,4,0,4,4,3.6,0.0,17,1,0,0,9,1,0,36,0.09,0.0,0,3.2,0.012,0.042,0.046,0,16.0,1 tbsp,28.35,1 oz,0,pear
78,791,3133,"BABYFOOD,FRUIT,PEARS,JR",87.8,44,0.3,0.1,0.2,11.6,2.8,7.34,8,0.25,9,12,115,1,0.08,0.08,0.0,0.4,22.0,0.014,0.03,0.188,0.095,0.01,4,0,4,4,2.3,0.0,18,1,0,0,10,1,0,38,0.6,0.0,0,3.4,0.006,0.021,0.023,0,16.0,1 tbsp,28.35,1 oz,0,pear
79,802,3141,"BABYFOOD,PEARS,DICES,TODD",85.6,57,0.3,0.1,0.2,13.6,1.2,8.66,10,0.2,7,13,51,6,0.09,0.04,0.03,0.4,31.3,0.01,0.02,0.13,0.0,0.04,1,0,1,1,3.6,0.0,21,1,0,0,12,2,0,44,0.11,0.0,0,4.0,0.01,0.043,0.046,0,28.35,1 oz,128.0,"1 jar,  Gerber",0,pear
80,831,3158,"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",88.5,41,0.3,0.1,0.3,10.9,2.6,7.79,10,0.25,7,9,116,0,0.07,0.14,0.0,0.4,27.5,0.021,0.028,0.207,0.089,0.016,3,0,3,3,3.2,0.0,29,1,0,0,17,1,0,15,0.04,0.0,0,1.6,0.007,0.016,0.029,0,16.0,1 tbsp,28.35,1 oz,0,pear
81,832,3159,"BABYFOOD,FRUIT,PEARS&PNAPPL,JR",87.8,44,0.3,0.2,0.3,11.4,2.6,7.36,10,0.21,7,10,118,0,0.13,0.105,0.0,0.4,16.8,0.024,0.023,0.183,0.095,0.013,3,0,3,3,3.2,0.0,32,2,0,0,18,2,0,32,0.08,0.0,0,3.0,0.013,0.031,0.058,0,16.0,1 tbsp,28.35,1 oz,0,pear
82,836,3163,"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",79.0,83,0.9,0.22,0.57,19.31,1.4,12.76,5,0.3,25,19,233,2,0.1,0.08,0.082,0.6,13.9,0.01,0.03,0.55,0.145,0.29,5,0,5,5,7.1,0.0,56,3,0,15,23,6,0,10,0.08,0.0,0,0.6,0.106,0.028,0.085,0,15.0,1 tbsp,113.0,"1 jar,  NFS",0,pear
83,4136,9252,"PEARS,RAW",83.96,57,0.36,0.14,0.32,15.23,3.1,9.75,9,0.18,7,12,116,1,0.1,0.082,0.048,0.1,4.3,0.012,0.026,0.161,0.049,0.029,7,0,7,7,5.1,0.0,25,1,0,1,14,2,0,44,0.12,0.0,0,4.4,0.022,0.084,0.094,0,140.0,"1 cup, slices",161.0,"1 cup, cubes",10,pear
84,4137,9253,"PEARS,CND,H2O PK,SOL&LIQUIDS",91.81,29,0.19,0.03,0.16,7.81,1.6,6.1,4,0.21,4,7,53,2,0.09,0.051,0.034,0.0,1.0,0.008,0.01,0.054,0.022,0.014,1,0,1,1,3.4,0.0,0,0,0,0,0,0,0,34,0.08,0.0,0,0.3,0.002,0.006,0.007,0,244.0,"1 cup,  halves",76.0,"1 half, with liquid",0,pear
85,448,1276,"YOGURT,GREEK,STRAWBERRY,DANNON OIKOS",76.6,106,8.25,2.92,0.56,11.67,1.0,11.0,86,0.07,10,110,131,34,0.39,0.018,0.034,9.5,0.0,0.036,0.227,0.21,0.39,0.05,0,0,0,0,0.0,0.56,13,1,0,0,8,0,0,3,0.0,0.0,0,0.0,1.832,0.745,0.131,13,150.0,5.3 oz,0.0,,0,strawberry
86,450,1280,"YOGURT,GREEK,NONFAT,STRAWBERRY,DANNON OIKOS",78.63,84,8.03,0.22,0.59,12.53,0.4,11.63,94,0.06,11,114,145,33,0.45,0.017,0.029,8.9,0.2,0.033,0.217,0.22,0.385,0.051,20,0,20,0,0.0,0.59,0,0,0,0,0,0,0,0,0.0,1.0,40,0.0,0.11,0.024,0.008,0,150.0,5.3 oz,0.0,,0,strawberry
87,461,1281,"YOGURT,GREEK,NONFAT,STRAWBERRY,CHOBANI",79.62,80,8.03,0.12,0.6,11.62,0.7,10.86,99,0.12,10,112,124,33,0.44,0.019,0.033,9.5,0.3,0.031,0.28,0.213,0.335,0.05,0,0,0,0,0.0,0.45,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.103,0.024,0.01,0,150.0,5.3 oz,0.0,,0,strawberry
88,462,1284,"YOGURT,GREEK,STRAWBERRY,LOWFAT",76.81,103,8.17,2.57,0.56,11.89,1.0,11.23,88,0.07,10,109,129,33,0.41,0.019,0.036,9.6,0.7,0.037,0.235,0.205,0.394,0.049,9,0,9,9,14.0,0.5,111,31,30,0,7,0,0,7,0.02,0.0,0,0.0,1.599,0.65,0.113,12,150.0,"1 container,  (5.3 oz)",0.0,,0,strawberry
89,463,1285,"YOGURT,GREEK,STRAWBERRY,NONFAT",79.13,82,8.05,0.15,0.59,12.07,0.6,11.27,97,0.09,10,113,132,33,0.45,0.019,0.033,9.4,0.3,0.037,0.253,0.213,0.358,0.05,20,0,20,20,14.0,0.49,4,0,0,0,2,0,0,4,0.02,1.0,40,0.0,0.105,0.026,0.014,4,150.0,"1 container,  (5.3 oz)",0.0,,0,strawberry
90,467,1290,"KEFIR,LOWFAT,STRAWBERRY,LIFEWAY",84.82,62,3.39,0.9,0.68,10.2,0.0,9.21,119,0.04,11,96,154,37,0.44,0.009,0.005,3.6,1.5,0.03,0.21,0.105,0.38,0.06,22,0,22,22,15.2,0.31,599,178,178,0,3,0,0,0,0.06,1.1,44,1.2,0.533,0.262,0.041,5,0.0,,0.0,,0,strawberry
91,1934,8553,"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST,STRAWBERRY",2.23,400,6.67,5.23,4.22,81.75,6.7,30.0,333,15.0,80,200,200,567,12.5,0.227,0.0,17.8,20.0,1.25,1.417,16.667,0.684,1.667,667,652,15,1123,22.6,5.0,2500,750,750,0,0,0,0,92,0.33,3.3,133,1.7,1.667,1.667,1.667,0,30.0,".75 cup,  (1 NLEA serving)",0.0,,0,strawberry
92,2935,19112,"CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY",15.0,348,2.56,2.32,0.96,79.16,0.0,39.64,0,0.51,0,0,0,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,45.0,"4 pieces, 1.6oz",0.0,,0,strawberry
93,3064,19137,"TOPPINGS,STRAWBERRY",33.0,254,0.2,0.1,0.4,66.3,0.7,27.38,6,0.28,4,5,51,21,0.06,0.032,0.167,0.8,13.7,0.011,0.024,0.161,0.048,0.012,6,0,6,6,9.8,0.0,18,1,0,0,9,0,0,9,0.1,0.0,0,0.7,0.005,0.014,0.05,0,42.0,2 tbsp,40.0,1 serving,0,strawberry
94,3175,14087,"BEVERAGES,V8 SPLASH SMOOTHIES,STRAWBERRY BANANA",90.28,37,1.22,0.0,0.33,8.16,0.0,7.35,41,0.15,0,0,24,29,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.816,0.0,0.082,0,0,0,0,0.0,0.24,408,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,245.0,"1 serving, 8 oz",0.0,,0,strawberry
95,3660,11593,"WAXGOURD,(CHINESE PRESERVING MELON),RAW",96.1,13,0.4,0.2,0.3,3.0,2.9,0.0,19,0.4,10,19,6,111,0.61,0.023,0.058,0.2,13.0,0.04,0.11,0.4,0.133,0.035,5,0,5,5,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.016,0.037,0.087,0,132.0,"1 cup, cubes",5700.0,1 waxgourd,29,melon
96,3713,11594,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT",96.06,14,0.4,0.2,0.3,3.04,1.0,1.18,18,0.38,10,17,5,107,0.59,0.022,0.056,0.2,10.5,0.034,0.001,0.384,0.121,0.032,4,0,4,4,4.9,0.0,0,0,0,0,0,0,0,197,0.08,0.0,0,2.8,0.016,0.037,0.088,0,175.0,"1 cup, cubes",0.0,,0,melon
97,3784,9181,"MELONS,CANTALOUPE,RAW",90.15,34,0.84,0.19,0.65,8.16,0.9,7.86,9,0.21,12,15,267,16,0.18,0.041,0.041,0.4,36.7,0.041,0.019,0.734,0.105,0.072,21,0,21,21,7.6,0.0,3382,169,0,16,2020,1,0,26,0.05,0.0,0,2.5,0.051,0.003,0.081,0,177.0,"1 cup, balls",160.0,"1 cup, cubes",49,melon
98,3785,9183,"MELONS,CASABA,RAW",91.85,28,1.11,0.1,0.36,6.58,0.9,5.69,11,0.34,11,5,182,9,0.07,0.06,0.035,0.4,21.8,0.015,0.031,0.232,0.084,0.163,8,0,8,8,7.6,0.0,0,0,0,0,0,0,0,26,0.05,0.0,0,2.5,0.025,0.002,0.039,0,170.0,"1 cup, cubes",1640.0,1 melon,40,melon
99,3786,9184,"MELONS,HONEYDEW,RAW",89.82,36,0.54,0.14,0.41,9.09,0.8,8.12,6,0.17,10,11,228,18,0.09,0.024,0.027,0.7,18.0,0.038,0.012,0.418,0.155,0.088,19,0,19,19,7.6,0.0,50,3,0,0,30,0,0,27,0.02,0.0,0,2.9,0.038,0.003,0.059,0,170.0,"1 cup, diced (approx 20 pieces per cup)",177.0,"1 cup, balls",54,melon
100,3787,9185,"MELON BALLS,FROZEN",90.26,33,0.84,0.25,0.71,7.94,0.7,0.0,10,0.29,14,12,280,31,0.17,0.06,0.04,0.0,6.2,0.166,0.022,0.64,0.163,0.106,26,0,26,26,0.0,0.0,1774,89,0,0,0,0,0,0,0.0,0.0,0,0.0,0.064,0.006,0.098,0,173.0,"1 cup, unthawed",0.0,,0,melon
101,4525,35132,"MELON,BANANA (NAVAJO)",94.66,21,0.84,0.2,0.24,4.06,0.3,3.36,13,0.21,10,9,140,11,0.14,0.035,0.036,0.4,8.1,0.02,0.018,0.46,0.07,0.05,20,0,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.9,0.0,0.0,0.0,0,0.0,,0.0,,0,melon
102,4623,9326,"WATERMELON,RAW",91.45,30,0.61,0.15,0.25,7.55,0.4,6.2,7,0.24,10,11,112,1,0.1,0.042,0.038,0.4,8.1,0.033,0.021,0.178,0.221,0.045,3,0,3,3,4.1,0.0,569,28,0,0,303,78,4532,8,0.05,0.0,0,0.1,0.016,0.037,0.05,0,154.0,"1 cup, balls",152.0,"1 cup, diced",48,melon
103,4980,9451,HORNED MELON (KIWANO),88.97,44,1.78,1.26,0.44,7.56,0.0,0.0,13,1.13,40,37,123,2,0.48,0.02,0.039,0.0,5.3,0.025,0.015,0.565,0.183,0.063,3,0,3,3,0.0,0.0,147,7,0,0,88,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,233.0,1 cup,209.0,"1 fruit,  (4-2/3"" long x 2-3/4"" dia)",36,melon
104,5385,11895,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT",96.06,11,0.4,0.2,0.89,2.45,1.0,1.18,18,0.38,10,17,5,343,0.59,0.022,0.056,0.2,10.5,0.034,0.001,0.384,0.121,0.032,4,0,4,4,4.9,0.0,0,0,0,0,0,0,0,197,0.08,0.0,0,2.8,0.016,0.037,0.088,0,175.0,"1 cup, cubes",0.0,,0,melon
